Date,Close/Last,Open,High,Low
04/29/2022,109.34,107.65,109.77,107.65
04/28/2022,107.59,104.76,107.93,103.30
04/27/2022,105.32,105.37,106.35,103.27
04/26/2022,104.99,102.57,106.15,101.12
04/25/2022,102.32,105.74,105.95,99.47
04/22/2022,106.65,108.64,108.73,105.53
04/21/2022,108.33,107.01,109.79,106.78
04/20/2022,106.80,107.72,108.98,104.67
04/19/2022,107.25,112.65,114.05,106.77
04/18/2022,113.16,111.89,114.82,110.72
04/14/2022,111.70,108.37,112.39,106.64
04/13/2022,108.78,104.98,109.00,104.07
04/12/2022,104.64,99.25,105.60,98.98
04/11/2022,98.48,103.07,103.09,97.62
04/08/2022,102.78,101.69,103.25,99.71
04/07/2022,100.58,102.15,103.50,98.45
04/06/2022,101.07,105.79,108.66,100.54
04/05/2022,106.64,108.24,109.85,104.56
04/04/2022,107.53,104.25,108.55,102.91
04/01/2022,104.39,105.99,106.20,102.37
03/31/2022,107.91,108.71,109.36,107.37
03/30/2022,113.45,111.00,114.65,110.90
03/29/2022,110.23,109.73,114.71,104.98
03/28/2022,112.48,120.31,117.95,109.06
03/25/2022,120.65,118.28,120.87,115.21
03/24/2022,119.03,121.27,123.70,116.95
03/23/2022,121.60,114.74,122.29,114.42
03/22/2022,115.48,116.85,119.42,112.77
03/21/2022,115.62,107.37,116.73,107.09
03/18/2022,107.93,107.24,109.57,105.80
03/17/2022,106.64,98.10,107.57,97.88
03/16/2022,98.02,99.04,103.68,96.95
03/15/2022,99.91,106.00,106.46,97.50
03/14/2022,106.90,112.90,112.84,103.45
03/11/2022,112.67,109.72,113.88,107.13
03/10/2022,109.33,112.74,118.33,108.95
03/09/2022,111.14,111.45,113.09,110.22
03/08/2022,127.98,124.25,133.13,121.37
03/07/2022,123.21,128.91,130.69,119.07
03/04/2022,118.11,110.58,118.97,117.56
03/03/2022,110.46,114.25,119.77,109.42
03/02/2022,112.93,107.54,115.05,112.86
03/01/2022,104.97,98.11,107.60,97.69
02/28/2022,100.99,104.48,104.48,99.90
02/25/2022,97.93,99.65,98.76,96.00
02/24/2022,99.08,97.56,104.33,97.61
02/23/2022,97.13,96.63,98.70,95.80
02/22/2022,96.84,96.80,97.03,96.01
02/18/2022,93.54,92.98,94.15,90.26
02/17/2022,92.97,92.09,94.51,91.82
02/16/2022,94.81,93.59,96.07,91.14
02/15/2022,93.28,95.76,96.24,92.06
02/14/2022,96.48,95.31,96.53,95.55
02/11/2022,94.44,91.26,95.51,94.24
02/10/2022,91.41,91.72,93.09,90.90
02/09/2022,91.55,91.27,92.06,90.06
02/08/2022,90.78,93.01,93.01,89.93
02/07/2022,92.69,92.73,93.99,92.15
02/04/2022,93.27,91.04,93.70,90.89
02/03/2022,91.11,89.06,91.29,88.01
02/02/2022,89.47,89.29,90.51,88.28
02/01/2022,89.16,89.38,89.96,87.72
01/31/2022,91.21,90.80,91.30,90.75
01/28/2022,90.03,89.89,91.69,89.41
01/27/2022,89.34,89.78,91.04,88.98
01/26/2022,89.96,88.02,90.48,87.80
01/25/2022,88.20,87.17,88.36,86.19
01/24/2022,86.27,87.65,88.88,85.02
01/21/2022,87.89,87.35,88.22,85.71
01/20/2022,88.38,87.73,89.51,87.03
01/19/2022,88.44,88.45,89.17,87.63
01/18/2022,87.51,86.50,88.55,85.55
01/14/2022,86.06,84.13,86.50,84.03
01/13/2022,84.47,84.78,85.09,83.79
01/12/2022,84.67,83.69,85.20,83.51
01/11/2022,83.72,80.96,83.97,80.88
01/10/2022,80.87,81.79,82.27,80.49
01/07/2022,81.75,82.06,82.99,81.44
01/06/2022,81.99,80.15,82.84,79.63
01/05/2022,80.80,80.08,81.49,79.55
01/04/2022,80.00,78.95,80.55,78.60
01/03/2022,78.98,77.94,79.28,77.04
12/31/2021,77.78,79.15,79.68,77.14
12/30/2021,79.32,79.25,79.62,78.66
12/29/2021,79.23,79.00,80.16,78.14
12/28/2021,78.94,78.87,79.85,78.47
12/27/2021,78.60,76.30,79.06,75.76
12/23/2021,76.85,75.67,76.98,74.79
12/22/2021,75.29,74.04,75.69,73.59
12/21/2021,73.98,72.10,74.26,71.24
12/20/2021,71.52,73.06,73.07,69.26
12/17/2021,73.52,74.51,74.96,72.62
12/16/2021,75.02,74.57,75.59,74.00
12/15/2021,73.88,73.26,74.57,72.48
12/14/2021,73.70,74.30,75.15,72.57
12/13/2021,74.39,75.54,76.39,74.19
12/10/2021,75.15,74.10,75.70,73.80
12/09/2021,74.42,76.02,76.70,73.83
12/08/2021,75.82,75.27,76.37,75.02
12/07/2021,75.44,73.54,76.26,73.23
12/06/2021,73.08,70.30,73.78,70.29
12/03/2021,69.88,70.50,72.60,69.23
12/02/2021,69.67,68.81,70.60,69.80
12/01/2021,68.87,70.14,72.86,68.15
11/30/2021,70.57,74.57,74.57,70.22
11/29/2021,73.44,73.59,73.16,72.83
11/26/2021,72.72,82.27,82.56,72.11
11/24/2021,82.25,82.20,82.91,81.92
11/23/2021,82.31,79.42,82.59,78.57
11/22/2021,79.70,78.67,79.79,79.04
11/19/2021,78.89,81.01,82.23,78.05
11/18/2021,81.24,80.28,81.42,79.27
11/17/2021,80.28,82.33,82.36,79.77
11/16/2021,82.43,82.11,83.14,81.55
11/15/2021,82.05,81.92,82.49,80.68
11/12/2021,82.17,82.67,82.87,81.26
11/11/2021,82.87,82.64,83.43,81.66
11/10/2021,82.64,85.16,85.50,82.09
11/09/2021,84.78,83.59,85.14,83.18
11/08/2021,83.43,82.57,83.99,82.50
11/05/2021,82.74,81.00,83.15,80.27
11/04/2021,80.54,81.32,84.50,80.19
11/03/2021,81.99,84.04,84.18,81.08
11/02/2021,84.72,84.42,85.22,83.76
11/01/2021,84.71,83.73,85.11,83.03
10/29/2021,84.38,84.19,84.56,84.06
10/28/2021,84.32,84.18,84.57,82.31
10/27/2021,84.58,86.13,86.27,84.05
10/26/2021,86.40,86.03,86.53,85.28
10/25/2021,85.99,85.71,86.72,85.44
10/22/2021,85.53,84.65,85.94,83.83
10/21/2021,84.61,85.88,86.12,83.36
10/20/2021,85.82,85.10,85.89,83.63
10/19/2021,85.08,84.11,85.40,83.71
10/18/2021,84.33,85.05,86.03,83.96
10/15/2021,84.86,84.20,85.10,84.17
10/14/2021,84.00,83.35,84.28,83.23
10/13/2021,83.18,83.16,83.69,82.21
10/12/2021,83.42,83.61,84.23,82.72
10/11/2021,83.65,82.59,84.60,82.56
10/08/2021,82.39,82.39,83.43,81.96
10/07/2021,81.95,80.80,82.50,79.08
10/06/2021,81.08,82.66,83.44,80.59
10/05/2021,82.56,81.28,83.11,81.20
10/04/2021,81.26,79.36,82.00,78.76
10/01/2021,79.28,78.41,79.41,77.57
09/30/2021,78.52,78.33,78.71,78.30
09/29/2021,78.64,78.25,79.41,77.53
09/28/2021,79.09,79.42,80.74,78.08
09/27/2021,79.53,78.23,79.88,78.21
09/24/2021,78.09,77.18,78.25,76.87
09/23/2021,77.25,75.87,77.34,75.60
09/22/2021,76.19,74.61,76.26,74.51
09/21/2021,74.36,74.23,75.17,73.25
09/20/2021,73.92,75.39,75.39,73.51
09/17/2021,75.34,75.01,75.78,74.58
09/16/2021,75.67,75.46,75.86,74.48
09/15/2021,75.46,73.84,76.13,73.78
09/14/2021,73.60,73.73,74.27,73.08
09/13/2021,73.51,73.05,73.93,72.70
09/10/2021,72.92,71.31,73.14,70.96
09/09/2021,71.45,72.62,73.19,70.89
09/08/2021,72.60,71.58,72.95,71.56
09/07/2021,71.69,72.69,72.77,71.10
09/03/2021,72.61,72.81,73.70,72.40
09/02/2021,73.03,71.24,73.46,70.92
09/01/2021,71.59,71.70,71.69,71.23
08/31/2021,72.99,73.03,73.49,72.91
08/30/2021,73.41,73.59,73.70,71.99
08/27/2021,72.70,71.42,72.74,71.16
08/26/2021,71.07,71.84,72.13,70.68
08/25/2021,72.25,71.13,72.41,70.51
08/24/2021,71.05,68.68,71.30,68.52
08/23/2021,68.75,65.18,68.91,64.83
08/20/2021,65.18,66.60,66.92,64.80
08/19/2021,66.45,67.42,67.65,65.56
08/18/2021,68.23,69.01,70.04,67.22
08/17/2021,69.03,69.65,70.01,68.82
08/16/2021,69.51,70.06,70.46,68.14
08/13/2021,70.59,71.12,71.39,70.00
08/12/2021,71.31,71.58,71.89,70.68
08/11/2021,71.44,70.91,71.63,69.07
08/10/2021,70.63,69.29,71.23,68.97
08/09/2021,69.04,70.06,70.06,67.61
08/06/2021,70.70,71.26,72.43,70.28
08/05/2021,71.29,70.25,71.50,69.75
08/04/2021,70.38,72.33,72.82,70.12
08/03/2021,72.41,73.23,73.53,71.04
08/02/2021,72.89,75.18,75.33,72.31
07/30/2021,76.33,75.80,76.39,75.51
07/29/2021,76.05,74.81,76.14,74.63
07/28/2021,74.74,74.66,75.31,74.44
07/27/2021,74.48,74.79,75.05,74.02
07/26/2021,74.50,74.17,74.83,72.75
07/23/2021,74.10,73.71,74.21,73.33
07/22/2021,73.79,72.10,73.90,71.75
07/21/2021,72.23,68.74,72.36,68.64
07/20/2021,69.35,68.76,69.73,67.42
07/19/2021,68.62,73.00,73.29,67.85
07/16/2021,73.59,73.26,74.07,72.34
07/15/2021,73.47,74.55,74.64,73.16
07/14/2021,74.76,76.40,76.71,73.76
07/13/2021,76.49,75.23,76.61,74.96
07/12/2021,75.16,75.64,75.84,74.24
07/09/2021,75.55,74.36,75.79,73.82
07/08/2021,74.12,73.47,74.39,72.10
07/07/2021,73.43,74.96,75.99,72.59
07/06/2021,74.53,76.09,77.83,74.12
07/02/2021,76.17,75.59,76.43,75.23
07/01/2021,75.84,74.70,76.75,74.55
06/30/2021,75.13,75.14,75.60,74.54
06/29/2021,74.76,74.60,75.51,73.91
06/28/2021,74.68,76.16,76.59,74.52
06/25/2021,76.18,75.61,76.21,74.95
06/24/2021,75.56,75.37,75.77,74.52
06/23/2021,75.19,74.76,76.00,74.73
06/22/2021,74.81,74.81,75.29,74.34
06/21/2021,74.90,73.33,74.95,72.98
06/18/2021,73.51,73.07,73.75,72.18
06/17/2021,73.08,73.98,74.49,72.00
06/16/2021,74.39,74.30,74.96,73.89
06/15/2021,73.99,73.10,74.33,72.78
06/14/2021,72.86,72.49,73.64,72.49
06/11/2021,72.69,72.39,73.08,71.88
06/10/2021,72.52,72.09,72.64,70.95
06/09/2021,72.03,72.14,72.88,71.82
06/08/2021,72.22,71.39,72.41,70.72
06/07/2021,71.49,71.70,72.26,71.10
06/04/2021,71.89,71.35,71.93,71.58
06/03/2021,71.31,71.27,71.45,70.95
06/02/2021,71.35,70.56,71.49,70.81
06/01/2021,70.25,70.56,70.59,70.48
05/28/2021,69.63,69.62,69.83,69.42
05/27/2021,69.46,68.88,69.48,69.34
05/26/2021,68.87,68.63,69.16,68.03
05/25/2021,68.65,68.39,68.76,68.38
05/24/2021,68.46,66.64,68.64,67.79
05/21/2021,66.44,65.04,66.94,64.56
05/20/2021,65.11,66.73,66.10,64.79
05/19/2021,66.66,68.58,66.76,66.44
05/18/2021,68.71,69.53,68.85,68.39
05/17/2021,69.46,68.86,69.60,69.49
05/14/2021,68.71,67.01,68.86,66.50
05/13/2021,67.05,69.02,69.02,66.47
05/12/2021,69.32,68.72,69.90,68.19
05/11/2021,68.55,68.24,68.71,68.52
05/10/2021,68.32,68.62,70.26,67.41
05/07/2021,68.28,68.29,68.25,68.02
05/06/2021,68.09,68.57,68.49,67.97
05/05/2021,68.96,69.50,68.71,68.59
05/04/2021,68.88,67.65,68.98,68.41
05/03/2021,67.56,66.77,67.62,67.47
04/30/2021,67.25,68.32,67.33,67.16
04/29/2021,68.56,67.04,68.51,68.50
04/28/2021,67.27,66.66,67.86,66.16
04/27/2021,66.42,65.77,66.80,65.70
04/26/2021,65.65,66.02,65.76,65.65
04/23/2021,66.11,65.62,66.31,65.17
04/22/2021,65.40,65.11,65.62,65.03
04/21/2021,65.32,66.36,66.04,64.96
04/20/2021,66.57,67.12,68.08,65.50
04/19/2021,67.05,66.69,67.23,66.19
04/16/2021,66.77,66.86,67.38,66.45
04/15/2021,66.94,66.35,67.03,65.96
04/14/2021,66.58,64.01,66.90,63.89
04/13/2021,63.67,63.24,64.18,63.23
04/12/2021,63.28,63.02,64.31,62.41
04/09/2021,62.95,63.29,63.46,62.57
04/08/2021,63.20,62.98,63.42,62.38
04/07/2021,63.16,62.68,63.28,61.60
04/06/2021,62.74,62.30,62.87,62.47
04/05/2021,62.15,64.81,64.81,61.24
04/01/2021,64.86,62.99,65.16,62.37
03/31/2021,63.54,64.48,64.69,63.59
03/30/2021,64.14,65.31,65.65,63.64
03/29/2021,64.98,64.04,65.14,64.67
03/26/2021,64.57,61.74,64.88,61.74
03/25/2021,61.95,64.15,64.15,60.98
03/24/2021,64.41,60.35,64.56,60.34
03/23/2021,60.79,64.31,64.34,60.26
03/22/2021,64.62,64.66,65.07,63.45
03/19/2021,64.53,62.83,64.90,62.08
03/18/2021,63.28,67.93,68.15,61.42
03/17/2021,68.00,68.39,68.88,66.96
03/16/2021,68.39,68.86,68.96,67.36
03/15/2021,68.88,69.12,70.02,67.83
03/12/2021,69.22,69.59,69.90,69.03
03/11/2021,69.63,68.26,69.83,68.00
03/10/2021,67.90,67.33,68.43,66.82
03/09/2021,67.52,68.10,69.32,67.14
03/08/2021,68.24,69.90,71.36,67.81
03/05/2021,69.36,67.26,69.69,66.66
03/04/2021,66.74,63.94,67.25,66.77
03/03/2021,64.07,62.47,64.14,63.80
03/02/2021,62.70,63.39,63.38,62.37
03/01/2021,63.69,64.71,63.49,63.18
02/26/2021,66.13,66.71,66.08,66.06
02/25/2021,66.88,67.34,67.17,66.60
02/24/2021,67.04,65.23,67.29,66.61
02/23/2021,65.37,65.66,66.79,64.48
02/22/2021,65.24,62.73,65.84,64.39
02/19/2021,62.91,63.65,63.93,62.48
02/18/2021,63.93,64.87,64.06,63.23
02/17/2021,64.34,63.55,64.95,64.41
02/16/2021,63.35,63.42,63.54,63.34
02/12/2021,62.43,60.86,62.83,60.34
02/11/2021,61.14,61.21,61.50,60.73
02/10/2021,61.47,61.23,61.68,60.89
02/09/2021,61.09,60.64,61.27,60.04
02/08/2021,60.56,59.56,60.70,59.55
02/05/2021,59.34,59.10,59.79,59.08
02/04/2021,58.84,58.67,59.05,58.06
02/03/2021,58.46,57.79,58.94,57.53
02/02/2021,57.46,56.29,58.05,56.22
02/01/2021,56.35,54.90,56.53,54.62
01/29/2021,55.88,55.52,56.35,55.43
01/28/2021,55.53,55.67,56.59,55.22
01/27/2021,55.81,56.08,56.48,55.20
01/26/2021,55.91,55.98,56.34,55.40
01/25/2021,55.88,55.20,56.02,55.09
01/22/2021,55.41,56.15,56.17,54.49
01/21/2021,56.10,55.78,56.17,55.98
01/20/2021,56.08,55.90,56.36,55.65
01/19/2021,55.90,54.74,56.08,54.50
01/15/2021,55.10,56.43,56.64,54.65
01/14/2021,56.42,55.94,56.48,56.29
01/13/2021,56.06,56.73,56.21,55.95
01/12/2021,56.58,55.56,56.78,56.43
01/11/2021,55.66,56.21,56.28,54.98
01/08/2021,55.99,54.46,56.30,56.07
01/07/2021,54.38,54.14,54.90,53.94
01/06/2021,54.30,53.59,54.26,53.99
01/05/2021,53.60,50.74,53.88,52.66
01/04/2021,51.09,51.66,50.80,50.62
12/31/2020,51.80,51.51,51.91,50.90
12/30/2020,51.34,51.05,51.52,51.05
12/29/2020,51.09,51.06,51.63,50.87
12/28/2020,50.86,51.20,52.02,50.52
12/24/2020,51.29,51.10,51.39,51.13
12/23/2020,51.20,49.80,51.19,51.10
12/22/2020,50.08,50.90,50.93,49.56
12/21/2020,50.91,52.31,50.87,50.69
12/18/2020,52.26,51.45,52.35,52.08
12/17/2020,51.50,51.08,51.88,51.01
12/16/2020,51.08,50.72,51.13,50.99
12/15/2020,50.76,50.33,50.88,49.79
12/14/2020,50.29,50.06,50.39,50.24
12/11/2020,49.97,50.34,50.03,49.88
12/10/2020,50.25,48.98,51.07,48.86
12/09/2020,48.86,48.83,49.54,48.38
12/08/2020,48.84,48.68,49.00,48.11
12/07/2020,48.79,49.23,48.76,48.60
12/04/2020,49.25,48.82,49.08,49.05
12/03/2020,48.71,48.08,48.82,48.71
12/02/2020,48.25,47.14,48.52,47.79
12/01/2020,47.42,47.70,48.30,46.89
11/30/2020,47.59,47.75,47.95,46.85
11/27/2020,48.18,48.90,49.07,47.36
11/25/2020,48.61,47.86,49.05,47.60
11/24/2020,47.86,45.84,47.93,47.72
11/23/2020,46.06,45.13,45.90,45.77
11/20/2020,44.96,44.22,45.17,45.01
11/19/2020,44.20,44.16,44.42,44.19
11/18/2020,44.34,43.78,44.30,44.13
11/17/2020,43.75,43.90,44.23,43.08
11/16/2020,43.82,42.73,44.01,43.84
11/13/2020,42.78,43.33,43.34,42.63
11/12/2020,43.53,43.78,44.48,43.28
11/11/2020,43.80,43.96,44.32,43.65
11/10/2020,43.61,42.13,44.07,43.54
11/09/2020,42.40,39.70,42.36,41.98
11/06/2020,39.45,40.77,40.78,39.33
11/05/2020,40.93,41.17,40.75,40.63
11/04/2020,41.23,40.15,41.25,41.04
11/03/2020,39.71,39.22,40.22,39.86
11/02/2020,38.97,37.42,39.34,39.10
10/30/2020,37.46,37.62,37.49,37.32
10/29/2020,37.65,39.32,37.84,37.56
10/28/2020,39.12,40.71,39.31,38.74
10/27/2020,41.20,40.52,41.47,40.40
10/26/2020,40.46,41.63,41.63,40.22
10/23/2020,41.77,42.44,41.93,41.61
10/22/2020,42.46,41.72,42.79,41.47
10/21/2020,41.73,42.82,43.04,41.46
10/20/2020,43.16,42.43,43.00,42.67
10/19/2020,42.62,42.74,43.22,42.37
10/16/2020,42.93,43.04,43.08,42.79
10/15/2020,43.16,43.41,43.23,43.14
10/14/2020,43.32,42.42,43.43,43.28
10/13/2020,42.45,41.83,42.51,42.40
10/12/2020,41.72,42.69,41.82,41.67
10/09/2020,42.85,43.41,43.56,42.61
10/08/2020,43.34,42.06,43.47,41.86
10/07/2020,41.99,41.94,42.18,41.92
10/06/2020,42.65,41.52,42.35,41.90
10/05/2020,41.29,39.22,41.78,39.21
10/02/2020,39.27,40.79,39.24,39.05
10/01/2020,40.93,42.02,42.56,39.92
09/30/2020,40.95,40.75,40.97,40.95
09/29/2020,41.03,42.43,42.52,40.44
09/28/2020,42.43,41.85,42.62,41.48
09/25/2020,41.92,41.93,42.01,41.69
09/24/2020,41.94,41.50,41.80,41.76
09/23/2020,41.77,41.74,42.61,41.40
09/22/2020,41.72,41.79,42.19,41.21
09/21/2020,41.44,43.02,41.82,41.63
09/18/2020,43.15,43.26,43.22,42.69
09/17/2020,43.30,42.26,43.51,41.52
09/16/2020,42.22,40.75,42.44,42.22
09/15/2020,40.53,39.66,40.73,40.51
09/14/2020,39.61,39.77,40.09,39.31
09/11/2020,39.83,39.95,39.96,39.73
09/10/2020,40.06,40.64,40.95,39.72
09/09/2020,40.79,39.80,41.20,39.28
09/08/2020,39.78,42.22,42.45,39.30
09/04/2020,42.66,43.87,43.56,42.30
09/03/2020,44.07,44.37,44.61,43.16
09/02/2020,44.43,45.85,44.76,44.20
09/01/2020,45.58,45.57,46.22,45.47
08/31/2020,45.28,45.71,46.51,45.22
08/28/2020,45.81,45.56,45.91,45.34
08/27/2020,45.09,45.62,45.82,44.56
08/26/2020,45.64,45.98,46.09,45.55
08/25/2020,45.86,44.99,46.04,44.99
08/24/2020,45.13,44.42,45.17,44.28
08/21/2020,44.35,44.91,45.12,43.60
08/20/2020,44.90,45.27,44.95,44.87
08/19/2020,45.37,45.04,45.49,45.00
08/18/2020,45.46,45.38,45.54,44.77
08/17/2020,45.37,44.96,45.42,44.50
08/14/2020,44.80,45.05,45.42,44.48
08/13/2020,44.96,45.43,45.11,44.86
08/12/2020,45.43,44.58,45.62,44.51
08/11/2020,44.50,44.99,45.78,44.41
08/10/2020,44.99,44.61,45.26,44.40
08/07/2020,44.40,45.12,45.25,44.26
08/06/2020,45.09,45.24,45.32,44.98
08/05/2020,45.17,44.40,45.36,45.02
08/04/2020,44.43,43.91,44.82,43.24
08/03/2020,44.15,43.55,44.45,42.89
07/31/2020,43.30,43.32,43.52,43.07
07/30/2020,42.94,43.80,43.82,41.38
07/29/2020,43.75,43.30,43.81,43.74
07/28/2020,43.22,43.62,43.31,43.13
07/27/2020,43.41,43.40,43.77,42.38
07/24/2020,43.34,43.36,43.90,42.80
07/23/2020,43.31,44.35,44.77,43.13
07/22/2020,44.29,43.90,44.40,43.62
07/21/2020,44.32,43.18,44.88,43.12
07/20/2020,43.28,43.09,43.43,42.37
07/17/2020,43.14,43.34,43.46,42.63
07/16/2020,43.37,43.64,43.81,43.14
07/15/2020,43.79,43.15,43.84,42.70
07/14/2020,42.90,42.81,43.09,42.73
07/13/2020,42.72,43.11,43.33,42.19
07/10/2020,43.24,42.40,43.41,41.32
07/09/2020,42.35,43.38,43.50,41.93
07/08/2020,43.29,42.96,43.46,42.78
07/07/2020,43.08,43.15,43.45,42.46
07/06/2020,43.10,42.75,43.71,42.75
07/02/2020,43.14,42.02,43.22,41.75
07/01/2020,42.03,41.96,42.17,41.82
06/30/2020,41.15,41.25,41.26,41.09
06/29/2020,41.71,40.31,41.94,40.06
06/26/2020,41.02,41.47,41.78,40.29
06/25/2020,41.05,40.43,41.64,39.47
06/24/2020,40.31,42.33,42.89,39.62
06/23/2020,42.63,43.17,43.93,42.21
06/22/2020,43.08,41.55,43.17,41.51
06/19/2020,42.19,41.42,42.93,41.01
06/18/2020,41.51,40.58,41.64,40.05
06/17/2020,40.71,40.71,41.45,40.03
06/16/2020,40.96,39.77,41.66,38.97
06/15/2020,39.72,38.69,39.88,37.24
06/12/2020,38.73,38.38,39.44,37.00
06/11/2020,38.55,41.31,38.92,37.83
06/10/2020,41.73,40.87,41.99,40.13
06/09/2020,41.18,40.95,41.43,39.85
06/08/2020,40.80,42.41,43.43,40.68
06/05/2020,42.30,39.93,42.48,39.72
06/04/2020,39.99,39.38,40.10,39.06
06/03/2020,39.79,39.52,40.53,38.75
06/02/2020,39.57,38.48,39.79,38.34
06/01/2020,38.32,37.54,38.68,37.17
05/29/2020,35.33,35.03,35.36,34.18
05/28/2020,35.29,34.34,35.89,33.39
05/27/2020,34.74,36.10,36.18,34.00
05/26/2020,36.17,35.67,36.68,34.46
05/22/2020,35.13,35.94,36.23,33.55
05/21/2020,36.06,35.80,36.98,35.71
05/20/2020,35.75,34.43,36.40,35.16
05/19/2020,34.65,35.44,35.86,34.20
05/18/2020,34.81,32.71,35.72,32.71
05/15/2020,32.50,31.35,32.90,30.96
05/14/2020,31.13,29.39,31.49,28.90
05/13/2020,29.19,29.47,30.54,28.87
05/12/2020,29.98,30.07,30.38,29.45
05/11/2020,29.63,30.68,31.45,29.36
05/08/2020,30.97,29.43,31.13,29.40
05/07/2020,29.46,30.12,31.84,29.07
05/06/2020,29.72,31.88,32.49,28.67
05/05/2020,30.97,27.94,31.69,27.80
05/04/2020,27.20,26.21,28.08,25.48
05/01/2020,26.44,26.72,27.95,25.75
04/30/2020,25.27,23.11,25.33,25.27
04/29/2020,22.54,20.75,22.96,22.76
